song_id,title,artist_name,year,genre_id,genre_name,duration,audio_url,image_url,lyrics
171712,"Mama, I'm Coming Home",Ozzy Osbourne,1991.0,34.0,Metal,251,https://www.youtube.com/watch?v=K0siYUjV9UM,https://i.ytimg.com/vi_webp/K0siYUjV9UM/maxresdefault.webp,"24 ContributorsMama, I’m Coming Home Lyrics[Verse 1]
Times have changed and times are strange
Here I come, but I ain't the same
Mama, I'm coming home
Time's gone by, it seems to be
You could have been a better friend to me
Mama, I'm coming home

[Pre-Chorus]
You took me in and you drove me out
Yeah, you had me hypnotized, yeah
Lost and found and turned around
By the fire in your eyes

[Verse 2]
You made me cry, you told me lies
But I can't stand to say goodbye
Mama, I'm coming home
I could be right, I could be wrong
It hurts so bad, it's been so long
Mama, I'm coming home

[Pre-Chorus]
Selfish love, yeah, we're both alone
The ride before the fall, yeah
But I'm gonna take this heart of stone
I've just got to have it all


[Chorus]
I've seen your face a hundred times
Every day we've been apart
I don't care about the sunshine, yeah
'Cause Mama, Mama, I'm coming home
I'm coming home

[Guitar Solo]

[Pre-Chorus]
You took me in and you drove me out
Yeah, you had me hypnotized, yeah
Lost and found and turned around
By the fire in your eyes

[Chorus]
I've seen your face a thousand times
Every day we've been apart
I don't care about the sunshine, yeah
'Cause Mama, Mama I'm coming home
I'm coming home
I'm coming home
I'm coming home"
171713,Animal - Live,Def Leppard,2011.0,34.0,Metal,242,https://www.youtube.com/watch?v=85VnUi4obdI,https://i.ytimg.com/vi_webp/85VnUi4obdI/maxresdefault.webp,
171714,Burning Heart,Survivor,1993.0,35.0,Country,230,https://www.youtube.com/watch?v=8gk95g1gxLg,https://i.ytimg.com/vi_webp/8gk95g1gxLg/maxresdefault.webp,"25 ContributorsBurning Heart Lyrics[Verse 1]
Two worlds collide, rival nations
It's a primitive clash venting years of frustrations
Bravely we hope against all hope
There is so much at stake
Seems our freedom's up against the ropes
Does the crowd understand?
Is it East versus West or man against man?
Can any nation stand alone?

[Chorus]
In the burning heart just about to burst
There's a quest for answers, an unquenchable thirst
In the darkest night rising like a spire
In the burning heart, the unmistakable fire
In the burning heart

[Verse 2]
In the warriors code there's no surrender
Though his body says ""stop!"", his spirit cries ""never!""
Deep in our soul a quiet ember knows it's you against you
It's the paradox that drives us on
It's a battle of wills
In the heat of attack it's the passion that kills
The victory is yours alone


[Chorus]
In the burning heart just about to burst
There's a quest for answers, an unquenchable thirst
In the darkest night rising like a spire
In the burning heart, the unmistakable fire

[Instrumental Bridge]

[Chorus]
In the burning heart just about to burst
There's a quest for answers, an unquenchable thirst
In the darkest night rising like a spire
In the burning heart, the unmistakable fire
In the burning heart just about to burst
There's a quest for answers, an unquenchable thirst
In the darkest night rising like a spire
In the burning heart, the unmistakable fire

[Outro]
In the burning heart"
171715,Ain't Talkin' 'Bout Love - 2015 Remastered Version,Van Halen,1978.0,34.0,Metal,227,https://www.youtube.com/watch?v=qtwBFz6lfrY,https://i.ytimg.com/vi_webp/qtwBFz6lfrY/maxresdefault.webp,
171716,Dance The Night Away,Van Halen,1979.0,2.0,Rock,188,https://www.youtube.com/watch?v=llfjDUB66Z4,https://i.ytimg.com/vi_webp/llfjDUB66Z4/maxresdefault.webp,"26 ContributorsDance the Night Away Lyrics[Verse 1]
Have you seen her, so fine and pretty?
Moving with a style and ease
And I feel her from across the room
Yes, it's love in the third degree
[Pre-Chorus 1]
Ooh, baby, baby
Won't cha turn your head my way?
Ooh, baby, baby
Come on, take a chance, you're old enough to

[Chorus]
Dance the night away
Oh, come on, baby, dance the night away

[Verse 2]
A live wire
Barely a beginner, but just watch that lady go
She's on fire
'Cause dancing gets her higher than anything else she knows
[Pre-Chorus 2]
Ooh, baby, baby
Won't cha turn your head my way?
Ooh, baby, baby
Well, don't skip romance, 'cause you're old enough to


[Chorus]
Dance the night away
Oh, come on, baby, dance the night away

[Bridge]
Ohh, oh-oh-oh, oh yeah

[Instrumental Interlude]

[Outro]
Dance the night away
Hey, hey, yeah
Dance, dance, dance the night away
Uh-come on, baby
Dance the night away
Hey, hey, yeah
Dance, dance, dance the night away
Uh-come on, baby, baby
Dance the night away
Ooh, ooh-ooh-ooh, yeah
Dance, dance, dance the night away
Ahh, ahh-ah, ow!"
171717,You Really Got Me - 2015 Remastered Version,Van Halen,1978.0,34.0,Metal,156,https://www.youtube.com/watch?v=GklzVAF62Hw,https://i.ytimg.com/vi_webp/GklzVAF62Hw/maxresdefault.webp,
171718,Back In the Saddle,Aerosmith,1976.0,34.0,Metal,280,https://www.youtube.com/watch?v=lX8GG3dnsp8,https://i.ytimg.com/vi_webp/lX8GG3dnsp8/maxresdefault.webp,"26 ContributorsBack in the Saddle Lyrics[Chorus]
I'm back
I'm back in the saddle again
I'm back
I'm back in the saddle again

[Verse 1]
Riding into town alone
By the light of the moon
I'm looking for old Sukie Jones
She crazy horse saloon
Barkeep give me a drink
That's when she caught my eye
She turned to give me a wink
That'd make a grown man cry

[Chorus]
I'm back in the saddle again
I'm back
I'm back in the saddle again
I'm back

[Verse 2]
Come easy, go easy
All right until the rising sun
I'm calling all the shots tonight
I'm like a loaded gun
Peeling off my boots and chaps
I'm saddle sore
Four bits gets you time in the racks
I scream for more
Fool's gold out of their mines
The girls are soaking wet
No tongue's drier than mine
I'll come when I get back


[Chorus]
I'm back in the saddle again
I'm back
I'm back in the saddle again

[Bridge]
I'm riding, I'm loading up my pistol
I'm riding, I really got a fistful
I'm riding, I'm shining up my saddle
I'm riding, this snake is gonna rattle

[Chorus]
I'm back in the saddle again
I'm back
I'm back in the saddle again
I'm back

[Outro]
Riding high
Riding high
Riding high already"
171719,Love You Madly,Cake,2001.0,33.0,Edm ,237,https://www.youtube.com/watch?v=eRpQpufe110,https://i.ytimg.com/vi_webp/eRpQpufe110/maxresdefault.webp,"11 ContributorsLove You Madly Lyrics[Verse 1]
I don't want to wonder if this is a blunder
I don't want to worry whether we're going to stay together 'til we die
I don't want to jump in unless this music's thumping
All the dishes rattle in the cupboards when the elephants arrive

[Chorus]
I want to love you madly
I want to love you now (I want to love you)
I want to love you madly, way (I want to love you)
I want to love you, love you, love you madly

[Verse 2]
I don't want to fake it, I just want to make it
The ornaments look pretty, but they're pulling down the branches of the tree
I don't want to think about it, I don't want to talk about it
When I kiss your lips I want to sink down to the bottom of the sea

[Chorus]
I want to love you madly
I want to love you now, yeah (I want to love you)
I want to love you madly, way (I want to love you)
I want to love you, love you, love you madly

[Instrumental Bridge]


[Verse 3]
I don't want to hold back, I don't want to slip down
I don't want to think back to the one thing that I know I should have done
I don't want to doubt you, know everything about you
I don't want to sit across the table from you wishing I could run

[Chorus]
I want to love you madly
I want to love you now (I want to love you)
I want to love you madly, way (I want to love you)
I want to love you, love you, love you madly

[Instrumental Outro]"
171720,Fluorescent Adolescent,Arctic Monkeys,2007.0,2.0,Rock,173,https://www.youtube.com/watch?v=ma9I9VBKPiw,https://i.ytimg.com/vi_webp/ma9I9VBKPiw/maxresdefault.webp,"136 ContributorsTranslationsPortuguêsItalianoFrançaisDeutschTürkçeFluorescent Adolescent Lyrics[Verse 1]
You used to get it in your fishnets
Now you only get it in your night dress
Discarded all the naughty nights for niceness
Landed in a very common crisis
Everything's in order in a black hole
Nothing seems as pretty as the past though
That Bloody Mary's lacking in Tabasco
Remember when you used to be a rascal?

[Chorus]
Oh, the boy's a slag, the best you ever had
The best you ever had is just a memory
And those dreams weren't as daft as they seem
As daft as they seem, my love, when you dream them up

[Verse 2]
Flicking through a little book of sex tips
Remember when the boys were all electric?
And now, when she's told she's gonna get it
I'm guessing that she'd rather just forget it
Clinging to not getting sentimental
Said she wasn't going but she went still
Likes her gentlemen not to be gentle
Was it a Mecca Dauber or a betting pencil?


[Chorus]
Oh, the boy's a slag, the best you ever had
The best you ever had is just a memory
And those dreams weren't as daft as they seem
Not as daft as they seem, my love, when you dream them up

[Post-Chorus]
Oh, Flo, where did you go?
Where did you go? Where did you go?

[Bridge]
You're falling about
You took a left off Last Laugh Lane
Just sounding it out
But you're not coming back again
You're falling about
You took a left off Last Laugh Lane
You were just sounding it out
But you're not coming back again

[Outro]
You used to get it in your fishnets
(Falling about)
Now you only get it in your night dress
Discarded all the naughty nights for niceness
(You took a left off Last Laugh Lane)
Landed in a very common crisis
Everything's in order in a black hole
(You were just sounding it out)
Is anything as pretty in the past though?
That Bloody Mary's lacking in Tabasco
(You're not coming back again)
Remember when you used to be a rascal, oh?"
171721,Sleepwalkin',Modest Mouse,2000.0,32.0,Blues,203,https://www.youtube.com/watch?v=VT_PwXjCqqs,https://i.ytimg.com/vi_webp/VT_PwXjCqqs/maxresdefault.webp,"3 ContributorsSleepwalkin’ LyricsI fell in love and I needed a road map
To find out where you lived, so excited now
Sleepwalking
'Cause I'm sleepwalking

The white trash boys listen to their headphones
Blasting white noise in the convenience store parking lot
I hung around there wasting my time
Hoping you'll stop by

'Cause I'm sleepwalking
I'm sleepwalking

A mutual friend's parents left town for a week
So we raided their liquor stash and walked down to the riverside
Sleepwalking
'Cause I'm sleepwalking"
171722,Parade,Kevin Morby,2014.0,32.0,Blues,325,https://www.youtube.com/watch?v=R-kmmwu14ws,https://i.ytimg.com/vi_webp/R-kmmwu14ws/maxresdefault.webp,"16 ContributorsParade Lyrics[Verse 1]
If you come to find out who you are
Then, may you find out, may you find out who you are
And if you come to search for what is lost
Then may you find it, may you find it at any cost
And if you come o'er from far
Then, may it not touch you or ever do you harm
And if you come, oh, so soft
You may look up one day and you'll be hard

[Chorus]
If I were to die today
Slaughtered in that masquerade
The last thing that you'd hear me say:
Put my body on display in the parade
Passing slowly through the town
My feet, they cannot touch the ground of the parade

[Verse 2]
All of my friends were there, waiting on me
Oh, Laurie was there, waiting on me
Anna was there, waiting on me
I have come, I will go, just the same

[Chorus]
If I were to die today
Puppet in that grey charade
The last thing that you'd hear me say is
Bury me in different shades of the parade
Passing slowly through the town
My feet, they can not touch the ground
Go now, you'll go but, oh, just how?
Never leave this, never leave this town of the parade


(Didn't I tell you?
Oh, walk down through the alley
And wasn‘t I in search for
Oh, somebody just like you?
Open up your window, throw down your hair
I'll climb it anywhere
I feel just like a boy
Still life with the rejects from the Island of misfit toys)"
171723,In A Feeling Like This,Blouse,2013.0,33.0,Edm ,217,https://www.youtube.com/watch?v=vtSFq7I9aGA,https://i.ytimg.com/vi_webp/vtSFq7I9aGA/maxresdefault.webp,
171724,Heart Is Black,Escondido,2016.0,2.0,Rock,201,https://www.youtube.com/watch?v=fcSbljRjtCE,https://i.ytimg.com/vi_webp/fcSbljRjtCE/maxresdefault.webp,"4 ContributorsHeart Is Black Lyrics[Verse 1]
I'm a stranger to love
I'm a stranger to you
I'm a stranger to me
I'm a soldier for peace
But I'm stuck in a war of absurdity
And when I'm around
I'm pulling you down into my disease
Can't see the light in the dark

[Chorus]
My heart is black
There's no turning back
Yeah, my heart is black
My heart is black
My heart is black
My heart is black
My heart is black
Ain't turning back

[Verse 2]
I'm addicted to you
I'm addicted to me
I'm addicted because
I believe in the dream
I believe in the heart
I'm a leader of love
And when I feel down
I hopelessly bound
I feel myself fade
Into the depths of the dark


[Chorus]
My heart is black
There's no turning back
Yeah, my heart is black
My heart is black
My heart is black
My heart is black
My heart is black
When is it coming back

[Bridge]
And when I'm down
I get used to the pain
And when I'm down
I get used to it, yeah
My heart is black
There ain't no turning back

[Chorus]
My heart is black
There's no turning back
My heart is black
My heart is black
My heart is black
My heart is black
Ain't coming back
When is it


My heart is black
My heart is black
Ain't no love for a heart that's black"
